num_tasks,utilization,pso_scheduler,ml_scheduler,pso_wait_time,ml_wait_time,pso_time,ml_time,performance_ratio
5,0.511467895501933,pso,priority,0.4960003833862201,19.102183318780032,0.015923738479614258,0.02170252799987793,38.512436600085756
4,0.3640500184059197,pso,priority,0.31259750061237157,8.735878587817595,0.012178659439086914,0.010392427444458008,27.94609224547286
5,0.16705603719266798,pso,priority,0.607342136522492,13.330941804100325,0.015420675277709961,0.009775400161743164,21.949640906574302
4,0.15918651387715518,pso,weighted_rr,2.72001295856653,10.642699615371257,0.01295781135559082,0.007013082504272461,3.912738570547124
3,0.4679618138417247,pso,priority,0.0,1.3546320851185452,0.00500798225402832,0.0,inf
2,0.44932214551468264,pso,clock_driven,0.757911538769847,2.5690060631234544,0.023077726364135742,0.009159564971923828,3.3895856332958902
4,0.32274359242966244,pso,priority,2.0544987888365407,25.71980831034366,0.007324934005737305,0.010352134704589844,12.518775114444699
3,0.5587175470759508,pso,priority,0.00993479504316023,0.31362102319687896,0.0010008811950683594,0.014697790145874023,31.567940942354557
2,0.6405321738859127,pso,edf,0.0,30.542471600765065,0.007704973220825195,0.010013580322265625,inf
6,0.3172795203558087,pso,priority,0.6464869064787072,11.139290234320995,0.01099395751953125,0.007016658782958984,17.23049627562392
5,0.49853621576969986,pso,priority,1.1207608316907074,20.914464168408866,0.011043310165405273,0.000946044921875,18.660952075616933
5,0.3289435603305809,pso,priority,1.0421585650163376,19.93390325679425,0.0,0.01904582977294922,19.12751468533174
5,0.3190004650888326,pso,priority,2.1568321511540254,27.359978043880087,0.014022350311279297,0.0,12.685260663070594
2,0.3467167906142226,pso,clock_driven,0.548852664037518,2.5267453357417433,0.0,0.017506837844848633,4.603686018674444
3,0.4300369089990708,pso,priority,0.7327097360244877,11.803166899694611,0.006353855133056641,0.007885932922363281,16.1089259762479
2,0.3426036371259293,pso,weighted_rr,1.0914802067897065,18.18756967451938,0.004614591598510742,0.008096933364868164,16.663215293672796
5,0.47065954155788514,pso,priority,0.6888348070260218,14.951551915215239,0.002657175064086914,0.0,21.705569699311695
2,0.4777208527919138,pso,priority,0.0,1.698674759690856,0.006995677947998047,0.008001327514648438,inf
3,0.4301105558461839,pso,priority,0.07577266111353431,0.7744972907221668,0.0020966529846191406,0.019197702407836914,10.221328898053287
3,0.39454251638226,pso,priority,2.4019993556409376,13.518053816790193,0.002724170684814453,0.013798952102661133,5.627834072912606
4,0.3427404901781688,pso,priority,0.7633378954305401,8.8309041048407,0.009001016616821289,0.00745391845703125,11.568800864864526
3,0.4938468574503036,pso,priority,1.212065863865584,12.086878934163426,0.009302616119384766,0.005098104476928711,9.972130471206672
3,0.3302159679412639,pso,priority,0.6705741568003667,1.8076445036968805,0.009479522705078125,0.007839441299438477,2.6956668183009405
2,0.22116803752079833,pso,priority,0.0,1.2080835742361438,0.0009899139404296875,0.011236190795898438,inf
5,0.4138292077951423,pso,priority,1.2586926405073706,21.596670668062067,0.0,0.015139102935791016,17.158017750351345
3,0.5804805619602625,pso,edf,0.0,30.710152920047594,0.0,0.01588273048400879,inf
5,0.42525969620861914,pso,priority,1.6727359173888772,29.251788621805623,0.010490179061889648,0.007619142532348633,17.487391953337948
3,0.39045292726199415,pso,priority,0.0,0.4672058952376159,0.007093906402587891,0.0059051513671875,inf
6,0.42803309177390614,pso,priority,1.4079288716219758,21.61667222550782,0.00999593734741211,0.0069234371185302734,15.353525779043634
5,0.3331729632882091,pso,priority,1.3977240310130001,13.941688497084725,0.0,0.017717599868774414,9.97456449752852
6,0.342179599482632,pso,priority,1.1558562001432462,17.395994135094817,0.0,0.018245697021484375,15.050310006503333
2,0.27157442640830665,pso,priority,2.311607937048275,18.37768075226537,0.0031006336212158203,0.011439800262451172,7.950172024297551
3,0.45547343675904944,pso,priority,0.0,0.5225496628627442,0.0031027793884277344,0.02041769027709961,inf
6,0.2453079040978585,pso,priority,1.3191836699265143,23.160256668539063,0.02469158172607422,0.009001970291137695,17.55650649452719
2,0.42100914379080756,pso,clock_driven,4.995251819030179,6.477481087874741,0.007047176361083984,0.005049228668212891,1.2967276370728262
2,0.6132452626607542,pso,edf,0.0,0.4115882551566589,0.0033142566680908203,0.0,inf
6,0.3988004669000522,pso,priority,0.14495862850394478,15.728597733817207,0.022021770477294922,0.0021479129791259766,108.50404626578805
3,0.39501731202598345,pso,priority,1.382733650281322,1.1397101643292822,0.011536836624145508,0.0,0.8242441804301243
4,0.08804801398671154,pso,priority,0.3035388327405921,16.560519171474127,0.017835617065429688,0.006000995635986328,54.5581566020811
6,0.29311672993166554,pso,priority,0.8181340324283667,13.248696162530862,0.013959407806396484,0.01951289176940918,16.193796660929
6,0.3163512340197953,pso,priority,0.715119934990217,10.9579621107948,0.02207183837890625,0.019345998764038086,15.323250792812408
2,0.5519925203886493,pso,priority,0.0,0.26,0.015621423721313477,0.02010512351989746,inf
6,0.35469362016582745,pso,priority,1.2648673451805499,12.348356222736752,0.021084308624267578,0.014288663864135742,9.762570177645088
3,0.2982304666440976,pso,priority,0.8858548990244893,11.439078743394498,0.03604626655578613,0.02000260353088379,12.913038868996836
5,0.36118419110262484,pso,priority,1.277801849814645,20.823644631428877,0.021640300750732422,0.017852067947387695,16.296458354986342
4,0.39247819575665344,pso,priority,0.8287310244881669,10.525479319124317,0.015221118927001953,0.0186917781829834,12.700718336959769
5,0.33174222763108985,pso,priority,0.1600155267030213,0.5225000590432654,0.021045923233032227,0.016932249069213867,3.265308497299718
6,0.3365611375859063,pso,priority,0.3493438063583658,16.166002745169106,0.026629924774169922,0.00099945068359375,46.27533807937504
6,0.41746495770788156,pso,priority,0.7901838547071675,18.110772518207995,0.03271484375,0.01592397689819336,22.919694461385355
2,0.20353378956833162,pso,rms,1.740525017257922,18.76756424704824,0.001523733139038086,0.027130126953125,10.78270295512055
5,0.47427111140433065,pso,priority,1.4942833184500555,32.721086926688386,0.018161773681640625,0.01580953598022461,21.89751201976096
6,0.35156965258053535,pso,priority,1.7520140101203652,18.236720077677223,0.02783656120300293,0.0008749961853027344,10.409003565230817
4,0.36099526461828463,pso,priority,1.3708440657982854,24.779899086379167,0.01842212677001953,0.015852928161621094,18.076380607118182
6,0.21940035326064314,pso,priority,2.0288302922630286,31.95303890662062,0.0162508487701416,0.015722036361694336,15.7494882782823
3,0.3477851662907236,pso,priority,1.6794375793291827,12.657532731205285,0.02582526206970215,0.016008853912353516,7.536768789144923
6,0.23088245672076646,pso,priority,1.5385673153777202,17.498898254480096,0.021967172622680664,0.0011267662048339844,11.373501880341255
3,0.35833212409883325,pso,priority,1.7221578281657781,14.826420465441753,0.01783442497253418,0.015715837478637695,8.609211201758992
5,0.4831925080084519,pso,priority,0.29082349416902187,12.686615220807697,0.01682114601135254,0.013917684555053711,43.62307542262883
6,0.4577190099549284,pso,priority,1.1774050038977002,16.819867831324874,0.01928424835205078,0.017177820205688477,14.285541318105594
2,0.5884147789900919,pso,priority,0.0,0.26,0.0013132095336914062,0.022711515426635742,inf
2,0.5298148790543645,pso,priority,0.0,1.8986864521054863,0.027040719985961914,0.0225527286529541,inf
4,0.27230296180173863,pso,priority,0.8595868475627678,17.335183768191982,0.02698206901550293,0.015000104904174805,20.16687879455502
5,0.32699929010732914,pso,priority,1.2393482662335047,14.47558576459663,0.018503665924072266,0.013997793197631836,11.679998398343098
2,0.28917974600650087,pso,priority,1.390504046525319,18.188137250345445,0.0,0.01725029945373535,13.080247623726903
4,0.4682868987137386,pso,priority,0.05875711082693347,8.032547534088007,0.02306079864501953,0.020319461822509766,136.70766688558817
5,0.32898163435009353,pso,priority,0.6456175028492636,14.26196615086809,0.004261493682861328,0.02601480484008789,22.090426743275458
2,0.39027677413712064,pso,weighted_rr,1.041381051043327,16.692489973643678,0.0039556026458740234,0.02364349365234375,16.029185433055456
6,0.33334373042215465,pso,priority,0.8449398505595679,12.112046283502963,0.009142875671386719,0.030873775482177734,14.334802975006644
4,0.4098411777625705,pso,priority,0.3715946411991027,9.187129355218747,0.017331361770629883,0.01735210418701172,24.723524875312254
5,0.3693029889742812,pso,priority,0.9569938856160448,19.361705350113304,0.016967058181762695,0.018113136291503906,20.231796295803512
2,0.341832622310756,pso,priority,0.11416236901974575,0.6765631741710888,0.013613462448120117,0.021380186080932617,5.926323883959251
6,0.21120049353754566,pso,priority,3.5766873784891224,27.084021566128754,0.024216413497924805,0.02163982391357422,7.572375972531792
6,0.26291296833879435,pso,priority,1.0217829099193387,6.8235758021939485,0.02113056182861328,0.028313398361206055,6.678107194739256
4,0.32950634367490544,pso,priority,0.7454293679132178,0.8611353689585852,0.01564478874206543,0.0238039493560791,1.1552206097933584
2,0.5901591643101334,pso,priority,0.2118108375345138,15.478267586274159,0.011684417724609375,0.02235102653503418,73.0759000174013
6,0.18356163630403302,pso,priority,1.0114573790872217,22.13139096724237,0.01942896842956543,0.019707441329956055,21.88069554370605
6,0.2676702374631499,pso,priority,3.2914831780825016,23.77994597521898,0.026590824127197266,0.01851487159729004,7.2246901134315715
6,0.2586445593718063,pso,priority,1.3944983133382756,19.009246227987372,0.023479461669921875,0.027783632278442383,13.631602165571163
6,0.41492593441246367,pso,priority,0.606070957414339,21.452512074905528,0.03410935401916504,0.01882195472717285,35.396040368652024
2,0.3421428126527532,pso,clock_driven,5.1657491135223585,6.395865687691632,0.014999628067016602,0.016572237014770508,1.2381293684877577
3,0.4003808274252008,pso,priority,0.08708892609654766,0.7091487425361884,0.029004573822021484,0.011807918548583984,8.142811885750193
3,0.33036514636495584,pso,priority,0.5318208060608173,11.040694819092874,0.006230354309082031,0.015715599060058594,20.7601784158672
5,0.32338747823662295,pso,priority,0.8809160899284791,19.64943443264084,0.02623915672302246,0.008153676986694336,22.30568229743217
6,0.4094234620631472,pso,priority,0.9065172377329008,16.613357544842646,0.03116464614868164,0.015271186828613281,18.326576542979826
5,0.3836494404126448,pso,priority,0.10326271672758987,6.733966814505521,0.02011561393737793,0.01267099380493164,65.2119857767245
2,0.49596094995016893,pso,priority,1.499346556343324,17.370359829165402,0.014712810516357422,0.0055694580078125,11.585286774212523
2,0.5571277208833842,pso,edf,0.29001848628776905,15.664350457445655,0.024735689163208008,0.005103111267089844,54.011558566314285
4,0.3006983966470538,pso,priority,0.31907795920013354,8.905059250329325,0.022316932678222656,0.01678919792175293,27.908725731644324
5,0.21957282616211732,pso,priority,2.933793238818908,21.863182394949106,0.016051769256591797,0.026964664459228516,7.452189235990887
2,0.4139395867209801,pso,priority,0.0,0.5768563519778209,0.005929708480834961,0.028812885284423828,inf
6,0.3588471115500922,pso,priority,0.31165700075437,5.929947439529161,0.028139114379882812,0.017090559005737305,19.027159425829176
6,0.38503033819849425,pso,priority,1.820447274459639,27.318530100993083,0.02880406379699707,0.009495258331298828,15.006493450408778
2,0.4133953490954505,pso,clock_driven,0.0,2.1595349143893685,0.013571977615356445,0.025729656219482422,inf
4,0.3850411324524827,pso,priority,0.8285280833363742,1.5933456521216303,0.022602558135986328,0.017250776290893555,1.9231039770015228
3,0.4825173792629829,pso,priority,0.5560380143415714,11.670893287681645,0.014685869216918945,0.013583183288574219,20.98938019822557
6,0.44467239524743657,pso,priority,0.36391815639319125,10.638466050492246,0.023323535919189453,0.014680624008178711,29.23312800859003
3,0.24017352717228638,pso,priority,2.842566282319573,16.05379530886664,0.012038469314575195,0.023229122161865234,5.647641502229641
4,0.25117003427601226,pso,priority,1.3698370838519156,17.788529733496805,0.009953022003173828,0.02063608169555664,12.985872512281768
6,0.297087468272412,pso,priority,1.207311828874593,27.294000466702055,0.010165691375732422,0.0170137882232666,22.607250102191422
2,0.3615626035556029,pso,priority,0.8243763837729223,0.743384761791604,0.009870052337646484,0.011215686798095703,0.9017540730477454
5,0.28786158356641645,pso,priority,0.7141751514540315,7.853275165860438,0.02654743194580078,0.01497793197631836,10.996287325135143
6,0.3604109473515933,pso,priority,0.3808615639843406,21.585678756287926,0.018122434616088867,0.015644073486328125,56.675917964710756
6,0.27500168968740096,pso,priority,1.2976062286774326,17.181971515684552,0.020978450775146484,0.015523433685302734,13.241283168929485
4,0.4635674577529204,pso,priority,0.6115060426109838,8.329197930814896,0.011942625045776367,0.020554304122924805,13.620794154790724
4,0.2877575356973622,pso,priority,3.265178423946474,27.47385361629408,0.021248579025268555,0.014168739318847656,8.414196729588722
4,0.2774676206045164,pso,priority,1.6832309803033234,13.037506601592733,0.01563096046447754,0.027881145477294922,7.745524383850952
4,0.5053604649786704,pso,priority,0.0,0.5058294458718595,0.020055770874023438,0.01790475845336914,inf
5,0.40679730430107036,pso,priority,0.877869395616907,19.48616060142237,0.011863946914672852,0.01662135124206543,22.197106652440958
5,0.27543936318788786,pso,priority,0.5021634232423631,19.078240574572224,0.010019779205322266,0.01140904426574707,37.992095185643066
6,0.22407891313541614,pso,priority,4.634842032912294,31.359650576375582,0.02214670181274414,0.0,6.766066751291372
2,0.4814304283708558,pso,priority,0.0,1.5848463367580363,0.010555267333984375,0.008004903793334961,inf
2,0.5323301528816071,pso,edf,0.0,0.4352205319848735,0.016123294830322266,0.026826143264770508,inf
2,0.41015289437193936,pso,weighted_rr,0.0,1.2205676597193713,0.02423882484436035,0.02680826187133789,inf
5,0.486263660485886,pso,priority,0.5619884398769347,19.0751306796437,0.02151036262512207,0.027150869369506836,33.942211843042195
3,0.24637865773930254,pso,priority,0.4684955070094352,10.873795525225269,0.017889022827148438,0.01929616928100586,23.210031606570514
2,0.5219101068111343,pso,priority,0.0,0.26,0.01238560676574707,0.015613079071044922,inf
6,0.3857253625287935,pso,priority,1.6396790457400592,24.47705416976101,0.02411675453186035,0.012895822525024414,14.92795448801594
6,0.4209699648567226,pso,priority,0.3527869582655592,5.830590116650579,0.011946439743041992,0.0166933536529541,16.527226928444506
3,0.5983353514191597,pso,priority,0.0,0.26,0.009310483932495117,0.013917207717895508,inf
5,0.3283898993435564,pso,priority,1.262552973970002,15.436966928176298,0.010116100311279297,0.01559591293334961,12.22678750629839
3,0.29772714925032956,pso,priority,1.5595557846243233,13.236755093519806,0.009891510009765625,0.01322031021118164,8.487516268427916
5,0.16858970813182886,pso,priority,1.1702393338859536,20.826196851065685,0.010074853897094727,0.014508962631225586,17.79652781103264
2,0.3891633217736289,pso,clock_driven,3.3095874425971923,23.554426874126555,0.01184988021850586,0.010584592819213867,7.117028113825047
2,0.21944256412958946,pso,priority,1.6742773051981403,2.3204293606964015,0.010933399200439453,0.013503313064575195,1.3859289339299699
3,0.11237714033609504,pso,priority,1.3783930100705986,22.37000667923368,0.012372970581054688,0.0,16.22904825822349
5,0.39768390894801925,pso,priority,0.7989745344091965,19.45234465948161,0.0182344913482666,0.019800424575805664,24.34663912519526
6,0.19603270111291338,pso,priority,2.757106643714533,19.28398671255471,0.012684345245361328,0.03301119804382324,6.99428393766235
6,0.17926385445814955,pso,priority,2.7850373760422626,23.672240205684897,0.021005868911743164,0.02040576934814453,8.499792645269574
3,0.49094974261626145,pso,priority,1.0422927156704294,11.438928093601637,0.012720108032226562,0.011113405227661133,10.97477505274881
4,0.36953941682559477,pso,priority,0.10549138658557577,0.7358813350210774,0.010671854019165039,0.015062093734741211,6.975748057156519
4,0.2706469796595542,pso,priority,2.535834255364318,19.04100679537189,0.03692626953125,0.02189350128173828,7.508774185494354
6,0.34946237550197806,pso,priority,1.164618028214538,21.896835524389004,0.020011186599731445,0.01889824867248535,18.80173154966421
2,0.519018473280968,pso,edf,0.07313431781102087,15.728330414818926,0.01931285858154297,0.019726037979125977,215.06087546288384
6,0.30579198660479306,pso,priority,0.47900222633313483,26.493187608446004,0.030621051788330078,0.017612457275390625,55.30911163243866
3,0.24609849549645987,pso,priority,2.5375761211068197,24.70578702954993,0.028521060943603516,0.020436525344848633,9.73597868613847
6,0.41843600190353464,pso,priority,0.42900041141805906,11.323806441753469,0.026417970657348633,0.025049209594726562,26.395793897545865
6,0.2821980090951081,pso,priority,1.966114444493295,18.760088409619975,0.026488780975341797,0.02348637580871582,9.541707229791909
6,0.26145633422057485,pso,priority,2.6177533618710043,23.91145550999613,0.025140047073364258,0.017288684844970703,9.134342393855523
2,0.5144036141162927,pso,priority,0.0,0.26,0.011678934097290039,0.03995943069458008,inf
5,0.4216704800980672,pso,priority,0.39007159462582813,18.92167779072837,0.026624441146850586,0.020241498947143555,48.50821759753817
3,0.42781630148417715,pso,priority,0.0,0.6162814681967221,0.010022640228271484,0.01849675178527832,inf
6,0.2312017994074362,pso,priority,0.8720373239573118,21.4825162574401,0.0077724456787109375,0.025853633880615234,24.6348587007174
6,0.4424903949925371,pso,priority,1.2478839032074294,28.396941737884838,0.007353544235229492,0.013666868209838867,22.75607663893759
3,0.5902269804027451,pso,priority,0.19687385629308005,10.537811699405154,0.0,0.024813175201416016,53.52570370602097
5,0.27931810627849496,pso,priority,0.598415502085001,13.014440400634157,0.012268543243408203,0.007047176361083984,21.748167210390115
5,0.45683211185433137,pso,priority,0.18684905193390366,12.515352234780773,0.001999378204345703,0.02370929718017578,66.9810850269017
6,0.2485662678191446,pso,priority,0.8087641612512305,15.786543507365337,0.015601634979248047,0.014452219009399414,19.519341068405087
4,0.07774126045852593,pso,priority,0.7478013395416443,8.887774431368229,0.01260685920715332,0.011535406112670898,11.885207957525031
4,0.3986991455424492,pso,priority,0.9646221385830394,17.89563772400315,0.011172294616699219,0.010067939758300781,18.551966628394574
4,0.27691641991924465,pso,priority,1.1024251551718487,10.799612781605042,0.0108489990234375,0.012948989868164062,9.796232180425502
6,0.3182189106987354,pso,priority,0.5586254292519052,16.915210203238683,0.014668464660644531,0.01121664047241211,30.280057651315726
3,0.1632202623093941,pso,priority,1.593746138425309,12.172725759373481,0.009925603866577148,0.01052236557006836,7.637807217779782
6,0.3272867263598664,pso,priority,1.4507983680610046,23.338875854379904,0.0123291015625,0.0017900466918945312,16.08691901519876
5,0.5269015560972655,pso,priority,0.15833884540370075,18.736093919062867,0.013801813125610352,0.009022235870361328,118.32910535183782
2,0.4656112432597578,pso,priority,0.0,1.3213320358275082,0.008226394653320312,0.004762172698974609,inf
5,0.21572897706773211,pso,priority,1.1199181527399282,20.020153599517617,0.019588470458984375,0.011290550231933594,17.87644351557071
6,0.3501819189729327,pso,priority,1.3306563852589446,22.374837038695294,0.011755228042602539,0.006109476089477539,16.81488721398287
3,0.5632509345737023,pso,priority,0.18287871907077222,10.434681770016205,0.017983198165893555,0.0298922061920166,57.05793338358898
6,0.3293062541484463,pso,priority,1.1846016008262759,21.784379787551813,0.02984786033630371,0.023590564727783203,18.389625484514717
